dataset,column,count,mean,std,min,5%,25%,50%,75%,95%,max,skew
historical_2015_2024,api_shots_on,19718.0,6.449234202251749,9.122894224872578,0.0,0.0,0.0,3.0,8.0,25.0,98.0,2.6274588566784605
historical_2015_2024,api_goals_total,19718.0,2.007302971903844,3.5618770355009595,0.0,0.0,0.0,1.0,2.0,9.0,41.0,3.4379695959480348
historical_2015_2024,api_goals_conceded,19718.0,2.0564966020894615,8.937030883440956,0.0,0.0,0.0,0.0,0.0,14.0,91.0,4.90875930291507
historical_2015_2024,api_goals_assists,19718.0,1.4091185718632722,2.1226126899591797,0.0,0.0,0.0,1.0,2.0,6.0,20.0,2.351678115201026
historical_2015_2024,api_goals_saves,19718.0,4.373060148088041,19.139726902228873,0.0,0.0,0.0,0.0,0.0,26.0,162.0,4.861437360051823
historical_2015_2024,api_passes_total,19718.0,585.7119383304595,504.77444350896553,0.0,14.0,181.0,469.5,867.0,1576.0,3630.0,1.1570753049185412
historical_2015_2024,api_passes_key,19718.0,13.933816817121413,16.295632252820486,0.0,0.0,2.0,8.0,20.0,47.0,147.0,1.9307274577353948
historical_2015_2024,api_tackles_total,19718.0,16.866822192920175,20.43575389559835,0.0,0.0,0.0,9.0,27.0,58.0,175.0,1.5445839338404963
historical_2015_2024,api_tackles_blocks,19718.0,3.4140379348818337,6.028123781491195,0.0,0.0,0.0,1.0,4.0,16.0,78.0,2.9360024396216833
historical_2015_2024,api_tackles_interceptions,19718.0,16.66056395171924,18.637639998566794,0.0,0.0,2.0,10.0,25.0,55.0,156.0,1.6862957720685217
historical_2015_2024,api_duels_total,19718.0,148.23978091084288,122.9864269831642,0.0,1.0,38.0,131.0,228.0,370.0,941.0,0.8234643755669578
historical_2015_2024,api_duels_won,19718.0,74.09823511512323,62.16920073996645,0.0,0.0,19.0,64.0,115.0,189.0,462.0,0.8331006521005511
historical_2015_2024,api_dribbles_attempts,19718.0,23.42220306319099,29.077296639648413,0.0,0.0,3.0,13.0,33.0,83.0,276.0,2.24856110460715
historical_2015_2024,api_dribbles_success,19718.0,12.814078506947967,16.195326620409958,0.0,0.0,2.0,7.0,18.0,46.0,185.0,2.5037220899097488
historical_2015_2024,api_dribbles_past,19718.0,12.762044832133077,12.605715698992846,0.0,0.0,3.0,9.5,19.0,38.0,108.0,1.5270590386684826
historical_2015_2024,api_fouls_drawn,19718.0,17.332792372451568,17.09269368273603,0.0,0.0,4.0,13.0,25.0,51.0,199.0,1.623566247462674
historical_2015_2024,api_fouls_committed,19718.0,18.187544375697332,15.391324081152806,0.0,0.0,5.0,16.0,27.0,47.0,121.0,0.9438531811558326
historical_2015_2024,api_cards_yellow,19718.0,3.0177502789329544,2.8523165430634827,0.0,0.0,1.0,2.0,5.0,9.0,17.0,1.1081031104308308
historical_2015_2024,api_cards_red,19718.0,0.14245866720762754,0.39090133631799173,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.955482700105872
historical_2015_2024,api_penalty_won,19718.0,0.17795922507353687,0.5158413122577602,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.9809424152082706
historical_2015_2024,api_penalty_commited,19718.0,0.21503195050207932,0.5141535113502753,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.7487120356284778
historical_2015_2024,api_penalty_scored,19718.0,0.1827771579267674,0.7748281298242525,0.0,0.0,0.0,0.0,0.0,1.0,14.0,6.165450027560872
historical_2015_2024,api_penalty_missed,19718.0,0.05101937316157825,0.25880787073116435,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.171590107026427
historical_2015_2024,api_penalty_saved,19718.0,0.03463840146059438,0.24415279727295788,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.789635579120773
historical_2015_2024,api_goals_total_per90,19718.0,0.11769545592859317,0.2973590650418323,0.0,0.0,0.0,0.035,0.161,0.4801499999999978,30.0,53.64803132315282
historical_2015_2024,api_goals_assists_per90,19718.0,0.08504467998782837,0.18821660385005662,0.0,0.0,0.0,0.032,0.125,0.306,10.0,18.521705629956557
historical_2015_2024,api_shots_total_per90,19718.0,1.0701656861750684,1.991175863874297,0.0,0.0,0.278,0.711,1.575,2.9891499999999978,180.0,47.46766095851381
historical_2015_2024,api_shots_on_per90,19718.0,0.41611634039963485,0.9264459360264538,0.0,0.0,0.0,0.221,0.62,1.3171499999999978,90.0,51.560993678000266
historical_2015_2024,api_passes_key_per90,19718.0,0.8798092098590121,1.4113422843445942,0.0,0.0,0.213,0.727,1.266,2.271149999999998,90.0,39.46715289020359
historical_2015_2024,api_tackles_total_per90,19718.0,1.1298159549650066,2.1071971773822766,0.0,0.0,0.0,0.951,1.751,2.963149999999998,180.0,41.84359351267676
historical_2015_2024,api_duels_won_per90,19718.0,4.930480728268587,4.728581116848505,0.0,0.0,3.533,4.858499999999999,6.154,8.825449999999993,270.0,21.76591870826634
